Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Fee,Hours,Short Description,Long Description,History,Main Image,Other Images
Ansupa Lake,OD_Cuttack_AnsupaLake,Odisha,Cuttack,Cuttack,20.4587,85.6036,Dams & Water Reservoirs,NA,NA,A must watch place from the watchtower at Saranda hill,"Spread across 382 km, Ansupa is the largest fresh water lake in Odisha.The lake derives its name from its shape which is like a horse shoe (Ansupa). During the rainy season the many hues of the water makes for a beautiful sight and the presence of the migratory birds during winter adds to the vibrancy of the lake. $Boating facilities available at the lake are an added attraction. Ansupa is located 50kmfrom Cuttack and situated in the middle of the state highway connecting Athagarh and Banki block of Cuttack district.","The ruins of an ancient fort on top of the Saranda hill adjacent to the lake adds to the charm of the place and provides a panoramic view of the lake. There is no definite history on the origins of the fort, one of the popular legends is that the King of Saranda had chosen to build a fort at the hilltop for his safety. The Baruda Ghar (ammunition store), two wells and metal door entrance to the fort along with a few structural remnants are all that remains today. ",https://i.imgur.com/uANPxgr.jpg,https://i.imgur.com/pufm3lH.jpg https://i.imgur.com/jpdy4ug.jpg https://i.imgur.com/tewbuyh.jpg https://i.imgur.com/mtL30z9.jpg https://i.imgur.com/lUZdoX2.jpg https://i.imgur.com/aafIW2R.jpg https://i.imgur.com/RCJ1Nju.jpg
Barabati Fort,OD_Cuttack_BarabatiFort,Odisha,Cuttack,Cuttack,20.4845,85.8652,Historical Monuments,NA,NA,It's a heritage site that reminds us of the glorious history of Utkal,"Barabati Fort is a 13th-century fort built by the Ganga dynasty in Cuttack, Odisha. The ruins of the fort remain with its moat, gate, and the earthen mound of the nine-storied palace, which evokes the memories of past days. Today it sits next to the modern Barabati Stadium, the venue of various sport events and cultural programs. $There is also a temple dedicated to Katak Chandi, the presiding deity of the city, not far away from the fort. Now there are plans to develop the old Gadakhai into a world class tourist destination with boating facilities and a world class park. The renovation work of the Gadakhai is going on in full swing.","Barabati Fort built by the Ganga dynasty, is located on the banks of Mahanadi River. Said to be once a nine-storey massive construction, this ruined fort is spreading over a rambling area of 102 acres of land and is one of the popular tourist attraction in Cuttack. Along with that, the fort also has a 20-yard wide moat that surrounds the castle. $The present site of the fort includes the ruins of the palace on the moat, earthen mound, and the gate. As per the experts, it is said that the construction of the fort was started in 989 AD by the King Marakata Kesari. However, it is also said that he just built a stone wall to prevent the city from the destruction of floods. It was Mukunda Dev Harichandan - a Chalukya King, who built the nine-storey palace in the 14 century.$Today, this ancient site is protected by the Archaeological Survey of India (ASI). Excavations are also carried out at the site which discovered that originally the fort was rectangular in shape which was encircled by a wall made of sandstone and laterite. Moreover, in the recent times, a number of idols of deities and dancing women have been excavated from this historical site. $For tourists, the temple complex includes a Ganga Temple, palaces, moat, watchtowers, and more such enthralling attractions. Evidently, Barabati Fort is the best place of tourist interest in Cuttack for all those who wish to travel back in time through historical sites. There is also a Barabati Stadium right next to the fort where tourist can also visit.",https://i.imgur.com/mZV7cCG.jpg,https://i.imgur.com/wosYJZf.jpg https://i.imgur.com/FJay5vv.jpg https://i.imgur.com/2SVRz2F.jpg https://i.imgur.com/XzjAda3.jpg 
Maa Bhattarika Temple,OD_Cuttack_MaaBhattarikaTemple,Odisha,Cuttack,Cuttack,20.3686,85.2719,Religious Sites,NA,NA,A mesmerizing sight along with the river bank and the cloud what makes the place more beautiful and melodious,"Bhattarika Temple is located on the Mahanadi River. It is dedicated to the Hindu Goddess Maa Bhattarika worshipped as a manifestation of Shakti. As per the Puranic tradition, Parashurama, facing certain defeat at the hands of Saharasjuna, prayed to Durga who appeared on this spot to impart her divine power to his aid. $The festival Pana Sankranti is celebrated here in April, Akshaya Tritiya in May and Dussehra in October. Durga Puja is celebrated here yearly with great rejoicing. ","According to folk tale this pitha was established by Parsuram and also he carved the image of the goddess in the tip of his arrow. In this pitha Parsurama penanced to gain mercy of the deity to kill Bhattas or Kshetriyas. The Goddess became pleased with him and offered him the desired boom. So, the Pitha is associated to the epic age. According to the Oriya Ramayan, Ram, Lakshmana and Sita on their way to Panchvati paid prayer to the Goddess Bhattarika. The Mankadagadia hill on the other side of Mahanadi where the foot mark of Ram, Lakshmana and Sita are worshipped is also quite significant.$Another folk tale says that Krishna and Satyabhama visited Bhattarika and it was revealed to Arjun during his Agyantavasa. The Demon Gosimha kidnapped Satyabhama in disguise during that period. Arjun fought bravely and killed Gosimha demon. After that Krishna, Satyabhama and Arjun prayed Goddess Bhattarika, the presiding deity of the Badamba royal family.",https://i.imgur.com/a4DFrrv.jpg,https://i.imgur.com/xNEQo3D.jpg https://i.imgur.com/qdn5GPj.jpg https://i.imgur.com/VyPYzh8.jpg https://i.imgur.com/KvZCNmi.jpg https://i.imgur.com/ObcYXl3.jpg
Dhabaleswar,OD_Cuttack_Dhabaleswar,Odisha,Cuttack,Cuttack,20.1922,85.8403,Religious Sites,NA,NA,"A picturesque island in Mahandi, the place named after its presiding deity Lord Shree Dhabaleswar (Shiva)","Dhabaleswar Temple is dedicated to the worship of Lord Shiva. It is situated at a distance of 27 km from the city of Cuttack, in the exotic island of Lord Dhabaleshwar. It is one of the famous weekend tours from Cuttack. $The temple, located in an island on River Mahanadi, is embellished with stone carvings that date back to the early 10th and 11th century. The serene ambiance, in which the temple is situated, inspires spiritual feeling among one and all.","The present temple structure was constructed by Bir Kishor, ruler of Khurda. It is said that once he set out on a hunt with his personal bodyguards and attendants. During the course of the hunt, they discovered the original temple which was in a derelict state. The king ordered the renovation of the temple, granted an area of land measuring 314 maana. $He also entrusted the care and service of the temple to one Mali.The family of Mali later on found the village of Malisahi which falls on the way to the temple. This was done in 1153 of the Saka era which would be 1232 AD. The present day temple was renovated and repaired by Athagarha Debbator Authority. Sambit Patri is the chief priest of the temple.",https://i.imgur.com/atevw64.jpg,https://i.imgur.com/poBPKqb.jpg https://i.imgur.com/twrNd6O.jpg https://i.imgur.com/kCu50R8.jpg 
Satakosia Tiger Reserve,OD_Cuttack_SatakosiaTigerReserve,Odisha,Cuttack,Cuttack,20.5071,84.8662,Nature and Wildlife,NA,NA,The thrilling boat ride in the gorge and occasional crocodiles basking in the Sun on the banks,Satkosia Tiger Reserve comprises of two adjoining Sanctuaries of central Odisha named as Satkosia Gorge Sanctuary and Baisipalli Sanctuary. These two sanctuaries together covering an area of 963.87 sq.km. have been notified as Satkosia Tiger Reserve.,"Satkosia spreads along the magnificent gorge over the mighty river Mahanadi in Odisha. Established in 1976 as a wildlife sanctuary, Satkosia is a paradise of immense scenic charm. It is one of the best ecosystems in the country, representing a diverse floral and faunal extravaganza.$The name Satkosia originates from two words; sat meaning seven and kos meaning two miles, indicating the length of the gorge as 14 miles or 22 km. The area was declared as Satkosia Tiger Reserve in 2007, comprising two adjoining wildlife sanctuaries; the Satkosia Gorge sanctuary and Baisipalli sanctuary. The Reserve is spread over 4 districts like; Angul, Cuttack, Nayagarh and Boudh.$The reserve has an area of 963.87sq km with 523.61sq km as core area. The area is also a part of the Mahanadi elephant reserve. Satkosia is the meeting point of two bio-geographic regions of India; the Deccan Peninsula and the Eastern Ghats, contributing immense biodiversity.",https://i.imgur.com/JdCzLk3.jpg,https://i.imgur.com/KhC5WWt.jpg https://i.imgur.com/fa61Za0.jpg https://i.imgur.com/zRuucWC.jpg https://i.imgur.com/xpUws9s.jpg 
Naraj Barrage,OD_Cuttack_NarajBarrage,Odisha,Cuttack,Cuttack,20.4689,85.7731,Dams & Water Reservoirs,NA,NA,The beauty of the catchment areas of Mahanadi are the chief attractions,Situated on the origin of river Kathajodi a tributary of Mahanadi gives a panoramic view of the vast expanse of the river Mahanadi. There are many Buddhist images found. The place is frequented by devotees offering prayers at Lord Sidheswar. This is also a beautiful picnic spot,"Since the base level of Cuttack was below the water level of river Mahanadi and its tributary Kathjodi which engulf the city from both sides, there was a danger of the city being constantly flooded especially during the monsoons. As a protection against the impending floods, a villager by the name of Baimundi in the year 1006 AD, implored the then king Markata Kesari to build a stone wall around the city. $Taking heed of his concerns Markata Kesari built a stone embankment which stands till date protecting parts of the city. This makes Cuttack perhaps the only city in the world after Amsterdam which is below the water level. As of today the old embankment has given way to a new barrage which connects Cuttack with Athagarh.",https://i.imgur.com/29vkFLn.jpg,https://i.imgur.com/oqJ2kMa.jpg https://i.imgur.com/ghzEDh6.jpg https://i.imgur.com/O1aI1K7.jpg https://i.imgur.com/q4GWbsA.jpg
Deojhar,OD_Cuttack_Deojhar,Odisha,Cuttack,Cuttack,20.5243,85.2102,Waterfalls,NA,NA,The place is famous for its natural beauty and lush green forest surroundings,"Deojhar waterfall is situated in Narasinghpur Block of Cuttack District which is one of the most beautiful waterfall in Odisha. Deojhar waterfall is famous for its natural beauty and lush green forest surroundings. So this place is one of the best picnic spots near Bhubaneswar-Cuttack. $Deojhar waterfall is located in Talapunji village close to Narasinghpur block under Athagarh subdivision. Deoghar waterfall is about 30 feet in height. There is a cave known as Badedidhar at the top of the waterfall, which was the abode of saints.",Deojhar waterfall is locally called as 'DianDhar waterfall'. Deojhar waterfall is situated in Narasinghpur Block of Cuttack District which is one of the most beautiful waterfall in Odisha. So this place is one of the best picnic spots near Bhubaneswar-Cuttack. $Deojhar waterfall is located in Talapunji village close to Narasinghpur block under Athagarh subdivision. Deoghar waterfall is about 30 feet in height.,https://i.imgur.com/EDbX8qa.jpg,https://i.imgur.com/CFZ6ETT.jpg https://i.imgur.com/vAEiFjl.jpg https://i.imgur.com/4ZYfsAU.jpg
Banki Charchika,OD_Cuttack_BankiCharchika,Odisha,Cuttack,Cuttack,20.3772,85.5277,Religious Sites,NA,NA,"Lies on the south of river Mahanadi and is the shrine of Goddess Charchika, which is one of the eight Shrines of Odisha","Charchika Temple is one of the oldest Shakta places in Odisha. It is located in a small town of Banki of Cuttack district in Odisha. The presiding deity is an eight-armed goddess Chamunda, locally known as Maa Charchika Devi. She is seated on a prostrate human body and wearing a garland of human skulls. She displays khadga, shula, katari and varadamudra in her four right hands whereas the four left hands represent severed head, blood-cup, ‘’damru’’ and leaving a finger of the remaining hand soaked in blood. $This temple is situated on top of a small hillock Ruchika Parvata on the banks of the Renuka river in the small town of Banki in Cuttack district of Odisha.","The present temple was reconstructed in the 19th century. But the remarkable point is the enshrining deity Maa Charchika on iconographical point of view can be assigned to the 9th – 10th centuries A.D. i.e. Bhaumakara rule in Odisha. It is believed that the Charchika idol was created by Parashurama. The temple has a pidha vimana, jagamohana and a wooden mandapa known as ""sunyavahini mandapa"" of impoverished Kalingan order. Stone is used for the construction of the temple and the entire surface is thickly lime plastered and white washed. The ceiling of the mandapa is made of wood whereas the pillars are in stone. $The ceiling of the mandapa is profusely carved and painted. The wooden ceiling of the mandpa is relieved with episodes from Bhagavata Purana with intervening decoration of animals and birds like - elephant, duck, parrot, peacock, etc.; floral motifs, lotus medallions, scroll and jali works, animal hunting, horse rider, gaja-vidalas, makaramukha,mithuna and maithuna images. Besides, the parsvadevata niches enshrine four-armed Chamunda, four-armed Mahisasuramardini Durga and an eight-armed Chamunda on the north, west and southern side respectively.$The Renuka River was recreated by the flood of 1982. It is believed that one devotee who worshiped Maa Charchika, after pleasing her, took away all ornaments of Maa Charchika and build a house where this river is currently flowing. As Maa Charchika was furious with this, she created this River Renuka to punish him and to destroy his home. This temple is situated in the heart of Banki. The temple is most frequently visited at the time of Durga Puja, a Hindu festival in the month of October, when thousands of devotees come to be blessed. Kumar Purnima, a Hindu festival celebrated 5 days after Dusshera, is very famous here.",https://i.imgur.com/YsT6Q0J.jpg,https://i.imgur.com/yTm9xLq.jpg https://i.imgur.com/rFOm6De.jpg https://i.imgur.com/RrDxBgE.jpg https://i.imgur.com/syKRjpi.jpg https://i.imgur.com/7FnwaOM.jpg 
Baba Akhandalamani Temple,OD_Bhadrak_BabaAkhandalamaniTemple,Odisha,Bhadrak,Aradi,20.8118,86.6552,Religious Sites,NA,NA,"On the bank of river Baitarani, the Akhandalamani Temple is the abode of Lord Shiva","The Akhandalamani Temple is the abode of Lord Shiva.The present fifty-foot cement and concrete temple structure replaced a wooden temple some time between 1830-1840 AD. the religious and historical significance with which the place is invested, constitute it to be a center of special interest in the tourism of Bhadrak. Moreover the artistic carvings of the temple deserve special worth to the tourist. $Akhandalamani Temple of Bhadrak Surrounding the temple many fairs and festivals are organized, the chief among whose is the Mahashivaratri. During this festival, tourists including a vast chunk of pilgrims flocked in the core of the temple. On the month of Sravana, akhapeople from nationwide assemble here to pour the holy water on the Siva Linga and to offer their worship to Lord Shiva. ","According to legend, around 350 years ago during the rule of Raja Sri Niladri Samara Singha Mohapatra, one early morning the Raja sent a peasant to cultivate his paddy field on the bank of the river Baitarani. While cultivating, the blade of his plough was broken by hitting with some hard material. The peasant was astonished and found a black glazed granite stone full of blood flowing toward the river Baitarani. The peasant ran to call King Niladrisamar Singhm and he hurriedly came to the spot, finding a flood of milk in place of blood and a huge black cobra hooding the stone.$That night the king had a dream regarding the arrival of the God Akhandalamani on that place. This news spread like wild fire in the locality. The next day King Niladri Samara Singha Mohapatra started worshiping the great god and immediately built a wooden temple on the spot. A large number of devotees from different villages started visiting and worshiping the great God. The king invited five Brahmins from a village named Naharagrama of Jajapur district to perform seva-puja (worshiping and taking care) of lord Akhandalamani.$The present main temple of Aradi was built by the King of Konika Shri Harihara Bhanja and his chief queen Satyabhama Patadei. The height of the temple is around 150 ft. All the stones used in this temple were brought from the historic hill of Lalitgiri near Chandikhol.",https://i.imgur.com/1j9BKom.jpg,https://i.imgur.com/WEKB2fX.jpg https://i.imgur.com/h6FPaLI.jpg https://i.imgur.com/2cE7hou.jpg https://i.imgur.com/E6paZ5E.jpg https://i.imgur.com/2UN1nvk.jpg
Maa Bhadrakali Temple,OD_Bhadrak_MaaBhadrakaliTemple,Odisha,Bhadrak,Bhadrak,21.0152,86.5367,Religious Sites,NA,NA,One of the famous temple of Goddess Bhadrakali in the state,"The popular belief is that the name of the Town has been derived from the name of the deity. The statue of Goddess is of black granite and is seated in lotus posture on a lion. As per the nomenclature of the goddess one tends to believe that it is the goddess Kali who is being worshiped in this Bhadrakali Pitha. $However, since the deity is seated on a lion, one school of thought has opined that the goddess can be no other than the goddess Durga.","According to legends originally Bhadrakali was worshiped inside a cave in the Meghasana hill of Mayurbhanja district by a sage named Tapasa Russi. After the death of the sage, one of his pupil namely Bhadranatha brought the goddess to Bhuyamahalla of Bhadrak. To protect the goddess from the wrath of the Muslim invader namely Kalapahada the Bhuyans brought the Goddess to the present place i.e Aharapada on the bank of the river Salandi.$The last Independent King of Odisha Gajapati Mukunda Dev established the statue of Lorg Jagannath, Lord Balabhadra and Devi Subhadra at Bhadrakali pitha.$There are a number of folktales and historical opinions regarding the goddess, “Maa Bhadrakali” and the “Pitha”. Despite the same the Pitha has been a place which has always attracted devotees from all over the state and the country be it for worship by the commoners or by the Tantra Sadhakas (Tantriks).",https://i.imgur.com/7DzKAGj.jpg,https://i.imgur.com/14keMp6.jpg https://i.imgur.com/5dNVNoI.jpg
Maa Dhamarai Temple,OD_Bhadrak_MaaDhamaraiTemple,Odisha,Bhadrak,Bhadrak,20.9651,86.8747,Religious Sites,NA,NA,"The temple of the Goddess Dhamrai is at Dhamara a small coastal town-ship,where the river Dhamra meets the Bay of Bengal","The place is about 60 Kms from the district headquarters in the eastern direction. It is surrounded by Chandbali in the West, Basudebpur in the North, Kalibhanjadia in the South and Bay of Bengal in the East. There are a number of folk tales and legends regarding the deity and the temple.","There are a number of folk tales and legends regarding the deity and the temple. According to one of the historical legends, one merchant namely Dhaneswar who often traded with the Singhalies (Srilanka) had brought a deity namely “Pashana Mangala” from Srilanka and had established the same at Dhamara on his way back home. The said deity later on came to be known as MAA DHAMARAI.$According to one MAA DHAMARAI of the folktales Maa Dhamrai had five sisters and was residing at a place called “Satabhaya”. Her five sisters were carnivorous in contradiction to her being purely vegetarian, which had angered her sisters and they pushed her deep in to the sea. Floating on the water Maa Dhamarai came towards Chandinipala and is believed to have been caught in the fishing net of one Sanatana Dalai and Bulei Behera who had rescued her and started worshiping keeping her in their house. $Later on it is believed that on the same night the queen of the then King of Kanika, Sailendra Narayan Bhanjadeo saw a dream where in Maa Dhamarai ordered her to build a temple. The temple built by the then king Sailendra Narayan Bhanjadeo by the year 1953 got destroyed and the remains even was washed away into the sea. During the said period the people worshiped the deity keeping her inside a thatched roof house.",https://i.imgur.com/WaGSZ8l.jpg,https://i.imgur.com/eFfBzHC.jpg https://i.imgur.com/L8KxhUo.jpg https://i.imgur.com/T1j7yyb.jpg 
Eram(Raktatirtha),OD_Bhadrak_Eram(Raktatirtha),Odisha,Bhadrak,Bhadrak,21.1579,86.7883,Religious Sites,NA,NA,This famous place of sacrifice is used as a citadel by the freedom fighters,"Eram is a small village in Basudevpur, Bhadrak from Odisha. It plays an important role in the history of Indian Independence movement. It is also known as Rakta Tirtha Eram (The Pilgrim of Blood) and the second Jallianwala Bagh of India.One side of this land is bounded by the Bay of Bengal and the other three sides are surrounded by two rivers the Gameye and Kansabansa. $Secured by these natural boundaries this place is used as a citadel by the freedom fighters. Due to these natural boundaries it is not so easy for the police and the administrative persons to enter in to this place. More over there is an open field bounded by three sides with one gate in its north east direction, which was used by the freedom fighters as a place of public meeting.","Starting from 1920 prominent nationalist leaders of ODISHA like Utkalmani Gopabandhu Das and Utkal Kesari Dr. H.K. Mahatab perform public meetings at that place for several times to propagate the Gandhian ideals of freedom struggle. The Unpleasant Incident During the time of Quit India Movement this field of Eram was frequently used by the freedom fighters for public meeting and agitation against foreign rulers. $On 28th September 1942 there was a huge gathering at that place. Afraid by this gathering a police force from Basudebpur police station, lead by DSP Kunjabihari Mohanty march towards Eram. As like Jaliyanawalawag here DSP Kunjabihari Mohanty acted as General Dayar and opened fire to the huge gathering at 6.30 pm, who were performing the agitation against the foreign rulers in a peaceful way. Since the field was bounded from three sides therefore no one able to get escape as of the field and within some minutes 28 persons get dead on the spot and 56 get injured, another person among the injured get dead later on. $Among the dead include one woman named Pari Bewa, who is regarded as the only lady martyrs of ODISHA. Here the situation is very much similar to that of Jaliyanawalawag and the numbers of martyrs were also just second to jaliyanawalawag. Therefore Eram which is popularly known as Rakta Tirtha (The Pilgrim of Blood) after this unpleasant incident was truly designated as the Second Jaliyanawalawag of India.",https://i.imgur.com/t6dV5KQ.jpg,https://i.imgur.com/RtK5HRi.jpg
Dhamara Port,OD_Bhadrak_DhamaraPort,Odisha,Bhadrak,Bhadrak,20.8237,86.964,Port & Sea Beach,NA,NA,The Dhamra Port is a port on the shore of the Bay of Bengal and the port will be used to export iron ore from a nearby mineral belt,Dhamra port is private sector port and working well in port business.The place is great and Huge cargos can be seen here. It is good place to visit with kids for their educational visit.,NA,https://i.imgur.com/r68Dbo4.jpg,https://i.imgur.com/rq0QiT4.jpg https://i.imgur.com/4l4mIfa.jpg https://i.imgur.com/tBxdPXd.jpg https://i.imgur.com/MydcZpS.jpg
Nrusinghanath Temple,OD_Bargarh_NrusinghanathTemple,Odisha,Bargarh,Mugpal,20.8092,86.2178,Religious Sites,NA,NA,The architecture of the temple with the natural scenery of the surroundings with waterfalls running beside the temple will win your hearts.,"The temple of Sri Sri Nrusinghanath is situated at the bottom of the Gandhamardan Mountain which is approximately 3234 feet high. Baijaldev, the 8th Chouhan King of Patna had built the temple. An inscription on one of the stone walls of the temple speaks of the history related to its construction. In the temple which is surrounded on all sides by incredible natural beauty, Lord Vishnu is worshipped as Marjara Keshari. The Govt. of Odisha has accorded it the status of a tourist spot to this place.$We learn from the description of Huen Tsang that it was a Buddhist spot in the past known as Parimalagiri. There is historical evidence that the Buddhist Shramana Nagarjuna lived here in the past.There flows a fountain near the temple which takes different names at different places in its course such as Kapil Dhar, Bhim Dhar, Chal Dhar, Sita Kund & Go Kund. The top most point of the mountain Gandhamardan is known as Bhim Madua.The sacred Baisakha Mela (Summer Festival) takes place here on the occasion of Nrusingha Chaturdarshi.","Around six hundred years ago, a woman Jamuna Kandhuni as referred in the book ""Nrusingha Charitra"" in Odia language composed a Kavya that sings the glory of Marjara Keshari in regard to suppression and repression of torture and tyranny of Musika Daitya. $According to the legend, when people were greatly afflicted by Musika Daitya (the incarnate Mouse Demon), Vishnu Mani in the appearance(Incarnation) of Marjara Keshari, in His Feline Form, ran to eat the demonic mouse form - Musika Daitya who never came out from the tunnel and Marjara Keshari waited from that day. The temple is reputed from that day with this mythological history. This story is symbolic of the grounding the demonic evil power of tyranny and torture that never dared to come out further and Lord Nrusinghnath alias Marjara Keshari has been guarding it since then. $According to Huen Tsang, the Chinese traveler, this place was a centre of Buddhist scriptural learning. Lord Nrushinghanath is a much-adored deity of Odisha and a great fair is held in his honour on the 14th day of bright fortnight in the month of Vaisakha. According to Odia and Devnagari inscriptions, the temple was built by Baijal Dev in the early 15th century AD. The temple is a masterpiece of Kalinga Architecture of Deula style prevalent in the Odisha region of India.",https://i.imgur.com/EyuVrNV.jpg,https://i.imgur.com/6GeOSi9.jpg https://i.imgur.com/oLwuVbN.jpg https://i.imgur.com/uM6bUpT.jpg
Talasari-Udaypur Beach,OD_Balasore_Talasari-UdaypurBeach,Odisha,Balasore,Talasari,21.3548,87.2717,Port & Sea Beach,NA,NA,Last beach in the odisha to the north,"Talasari is one of the most quiet and untainted sea shores of Odisha. The name Talasari is actually implies (column of Palm leaves in Odia). The spot has huge stretches of green paddy handle, various waterways, blue slopes and broad sea shores. The sea shore has tall coconut trees, palm trees and casuarina. $Udaipur sea shore is the keep going sea shore on this stretch.The waters of Bay of Bengal are quiet which implies it's probably the most secure sea shores that one can come across.The lines of the Palm trees includes the magnificence of the sea shore. the wandering Subarnarekha waterway complements the visual intrigue of the sea shore by a couple of scores, the sand ridges and minimal red crabs loans character to the beach.The estuary of the stream Subarnarekha River can be found out yonder.",NA,https://i.imgur.com/IAT02LA.jpg,https://i.imgur.com/cDga6Gf.jpg https://i.imgur.com/Id1pjUm.jpg https://i.imgur.com/2Z8g5f1.jpg https://i.imgur.com/339xzVi.jpg
Emami Jagannath Temple ,OD_Balasore_EmamiJagannathTemple,Odisha,Balasore,Balgopalpur,21.5243,86.896,Religious Sites,NA,NA,This temple is the replica of original Jagannat Temple Puri,"The temple is built looking like a chariot and is an ideal combination of current innovation and old style type of Kalinga School of Architecture. The outcome is a glorious Jagannath Temple which leaves us wonder struck. $Its a wonderful amalgamation of two of Odisha's most well known sanctuaries Lord Jagannath sanctuary at Puri and Sun Temple at Konark; with four different sanctuaries in the region of the Jagannath sanctuary, giving a dynamite airborne view. Different sanctuaries are the Kashi Vishwanath Temple, Bimala Temple, The Gaja Laxmi Temple and the Hanuman Temple.","This temple built in the year 2009 .The sanctuary is the vision of beloved companions and the organizer of Emami gathering of organizations Mr. R.S. Agarwal and Mr. R.S. Goenka which was given shape by famous engineer and stone worker Mr. Raghunath Mohapatra, who was granted the Padma Vibhushan for his recognized group of work.",https://i.imgur.com/GBWWyty.jpg,https://i.imgur.com/3LXCkt3.jpg https://i.imgur.com/saij3n3.jpg https://i.imgur.com/BLyiYWj.jpg
Khirachora Gopinath Temple,OD_Balasore_KhirachoraGopinathTemple,Odisha,Balasore,Remuna,21.5381,86.8798,Religious Sites,NA,NA,Holy and ansient Hindu temple of Lord Krishna with various myth,"The name ""Remuna"" is from ""Ramaniya"" which implies awesome looking. ""Khirachora"" in Odia implies Stealer of Milk and Gopinatha implies the Divine Consort of Gopis. The reference is to kid Krishna's adoration for milk and milk products.One can get flavourful khira here called as Amruta Keli. $The Gopinatha khira is a planning of custom made dense milk, sugar, and cream, with a sprinkling of raisins. It comes in pots, which are accepted to be tasted by Lord Gopinatha.","Master Gopinatha, accompanied by Sri Govinda and Sri Madana Mohana, is made of dark stone. Sri Gopinatha remains in bas-alleviation. Govinda and Madana Mohana, who were brought from Vrindavana in around 1938 by a divotee named ""Chaitanya Dasa Babaji"", are standing freely. $It is said that Sri Rama cut Gopinatha with His bolt and that Sita revered this divinity in Chitrakuta. During vanavasa to show the following avatara vigraha to Sita. Ruler Langula Narasingha Deba, the lord of Utkala, carried this god to Remuna in the thirteenth century from Chitrakuta. This lord orchestrated to have burrowed the two major tanks, Brajapokhari and Kutapokhari.",https://i.imgur.com/UXUJ3MH.jpg,https://i.imgur.com/BtBI1Q5.jpg https://i.imgur.com/rAsdM0r.jpg https://i.imgur.com/XgritD8.jpg https://i.imgur.com/ReWm0Z4.jpg
Chandipur Beach,OD_Balasore_ChandipurBeach,Odisha,Balasore,Chandipur,21.4398,87.0244,Port & Sea Beach,NA,NA,One of the Hide and seek Beach of Odisha,"Chandipur sea shore is situated on the shore of Bay of Bengal.The sea shore is exceptional such that the water retreats as much as 5 kilometers during the ebb tide. Because of its one of a kind conditions, the sea shore bolsters bio-decent variety. Horseshoe crab is likewise found here on the sea shore towards Mirzapur, the close by fishing business sector and network at the intersection of the Budhabalanga River (Balaramgadi). It is a reasonable cookout spot. $One of Odisha Tourism's Panthanivas (visitor house) is arranged here.Many kinds of fish are accessible in inns and cafés. Fish is particularly economical here.Chandipur is likewise the area of the Indian Strategic Forces Command's Integrated Test Range (ITR) at Abdul Kalam Island, once in the past known as Wheeler Island. Various Indian rockets have been tried and propelled from the ITR, including atomic skilled Prithvi, Agni and Shaurya ballistic rockets, just as Akash and Barak 8 surface-to-air rockets.",NA,https://i.imgur.com/5hYwe9H.png,https://i.imgur.com/stBULgZ.jpg https://i.imgur.com/AXsuYMR.jpg https://i.imgur.com/gsh3ED3.jpg https://i.imgur.com/WdOJo9k.jpg https://i.imgur.com/isn4jVg.jpg
Panchalingeswar Temple,OD_Balasore_PanchalingeswarTemple,Odisha,Balasore,Nilagiri,21.4286,86.729,Religious Sites,NA,NA,A holy place dedicated to Lord Shiva named after the five Shivalinga that are enshrined inside Water,"Panchalingeswar is a blessed spot devoted to Lord Shiva and isn't care for a normal shiva temple.it is named after the five Shivalinga that are cherished inside water. A lasting stream, which is the primary fascination of the territory, routinely washes the Shivalingas as it streams over them. $To reach to the dieties one needs to lie level on the stone corresponding to the stream to touch and worship the lingas inside the water stream. The temple is on head of a hillock close to the Nilagiri slope (not to be mistaken for that of Western Ghats).","The Shivalingas are said to have been cherished by Sita, the spouse of Lord Rama during their outcast. Another story holds that King Banasura revered the Swayambhu Lingas at this spot given its magnificence.",https://i.imgur.com/4NmLYdO.jpg,https://i.imgur.com/1Za1zxk.jpg https://i.imgur.com/5D5s6Ox.jpg https://i.imgur.com/cp482Kk.jpg https://i.imgur.com/sRWs8Rr.jpg
Chandaneswar Temple,OD_Balasore_ChandaneswarTemple,Odisha,Balasore,Chandipur,21.6283,87.4579,Religious Sites,NA,NA,Hindu temple dedicated to Lord shiva,"Chandaneswar is celebrated for Chandaneswar temple of Lord Siva. Every year in the month of 'Chaitra' an Odisha popular ""Chadak Mela/CHaitra Mela/Udaa"". It proceeds for 13 days (13 Arghya to 1 Arghya limiting). The Bhaktas (devotees) acknowledge paita (pabitrata/Purity). $The Bhaktas with their 'manaskamana'(Wishes) originate from everywhere throughout the nation.The Odia new year Maha Vishuva Sankranti day is acclaimed around the premises of the holy place. Privately called Uda Parba, Nila Parba in the wake of revering Nilakanth Shiva, Chadaka Yatra. A large portion of a million people accumulate around the altar and quick for a few days to satisfy their desires. ",NA,https://i.imgur.com/WySIiJn.jpg,https://i.imgur.com/SGEIybF.jpg https://i.imgur.com/yP4tmWW.jpg https://i.imgur.com/B49w2sm.jpg https://i.imgur.com/ZlEu9jV.jpg https://i.imgur.com/SRt0QgT.jpg
